dir,experiment,benchmark,rob,bp,l1d,l1i,l2,issue_width,commit_width,simInsts,IPC,CPI,L1D_miss_rate,L2_miss_rate,console_exists,status
results/experiments/ptrchase_rob64_bpBiModeBP_l132kB_l2256kB,ptrchase_rob64_bpBiModeBP_l132kB_l2256kB,ptrchase,64,BiModeBP,,32kB,256kB,,,,,,,,False,empty-or-missing
results/experiments/ptrchase_rob64_bpBiModeBP_l132kB_l2256kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l132kB_l2256kB_iw2_cw2,ptrchase,64,BiModeBP,,32kB,256kB,2,2,5000000.0,0.248073,4.031072,0.077451,0.94719,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l132kB_l2256kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l132kB_l2256kB_iw2_cw4,ptrchase,64,BiModeBP,,32kB,256kB,2,4,5000000.0,0.273775,3.65263,0.07836,0.947172,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l132kB_l2256kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l132kB_l2256kB_iw4_cw2,ptrchase,64,BiModeBP,,32kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/ptrchase_rob64_bpBiModeBP_l132kB_l2256kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l132kB_l2256kB_iw4_cw4,ptrchase,64,BiModeBP,,32kB,256kB,4,4,5000000.0,0.274205,3.646909,0.077405,0.947089,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l132kB_l2512kB,ptrchase_rob64_bpBiModeBP_l132kB_l2512kB,ptrchase,64,BiModeBP,,32kB,512kB,,,,,,,,False,empty-or-missing
results/experiments/ptrchase_rob64_bpBiModeBP_l132kB_l2512kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l132kB_l2512kB_iw2_cw2,ptrchase,64,BiModeBP,,32kB,512kB,2,2,5000000.0,0.252255,3.964248,0.07678,0.891129,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l132kB_l2512kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l132kB_l2512kB_iw2_cw4,ptrchase,64,BiModeBP,,32kB,512kB,2,4,5000000.0,0.278447,3.591348,0.077712,0.89113,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l132kB_l2512kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l132kB_l2512kB_iw4_cw2,ptrchase,64,BiModeBP,,32kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/ptrchase_rob64_bpBiModeBP_l132kB_l2512kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l132kB_l2512kB_iw4_cw4,ptrchase,64,BiModeBP,,32kB,512kB,4,4,5000000.0,0.278953,3.584827,0.076734,0.891049,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l164kB_l2256kB,ptrchase_rob64_bpBiModeBP_l164kB_l2256kB,ptrchase,64,BiModeBP,,64kB,256kB,,,,,,,,False,empty-or-missing
results/experiments/ptrchase_rob64_bpBiModeBP_l164kB_l2256kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l164kB_l2256kB_iw2_cw2,ptrchase,64,BiModeBP,,64kB,256kB,2,2,5000000.0,0.248191,4.02916,0.076792,0.955771,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l164kB_l2256kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l164kB_l2256kB_iw2_cw4,ptrchase,64,BiModeBP,,64kB,256kB,2,4,5000000.0,0.273975,3.649969,0.07769,0.955753,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l164kB_l2256kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l164kB_l2256kB_iw4_cw2,ptrchase,64,BiModeBP,,64kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/ptrchase_rob64_bpBiModeBP_l164kB_l2256kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l164kB_l2256kB_iw4_cw4,ptrchase,64,BiModeBP,,64kB,256kB,4,4,5000000.0,0.274413,3.644144,0.076732,0.955743,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l164kB_l2512kB,ptrchase_rob64_bpBiModeBP_l164kB_l2512kB,ptrchase,64,BiModeBP,,64kB,512kB,,,,,,,,False,empty-or-missing
results/experiments/ptrchase_rob64_bpBiModeBP_l164kB_l2512kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l164kB_l2512kB_iw2_cw2,ptrchase,64,BiModeBP,,64kB,512kB,2,2,5000000.0,0.252307,3.96342,0.07612,0.89917,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l164kB_l2512kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l164kB_l2512kB_iw2_cw4,ptrchase,64,BiModeBP,,64kB,512kB,2,4,5000000.0,0.278626,3.589047,0.077045,0.899172,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l164kB_l2512kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l164kB_l2512kB_iw4_cw2,ptrchase,64,BiModeBP,,64kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/ptrchase_rob64_bpBiModeBP_l164kB_l2512kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l164kB_l2512kB_iw4_cw4,ptrchase,64,BiModeBP,,64kB,512kB,4,4,5000000.0,0.279045,3.583651,0.076061,0.89916,False,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2128kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d16kB_l2128kB_iw2_cw2,ptrchase,64,BiModeBP,16kB,,128kB,2,2,776.0,0.155169,6.444588,0.217722,0.969072,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2128kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d16kB_l2128kB_iw2_cw4,ptrchase,64,BiModeBP,16kB,,128kB,2,4,776.0,0.155169,6.444588,0.217722,0.969072,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2128kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d16kB_l2128kB_iw4_cw2,ptrchase,64,BiModeBP,16kB,,128kB,4,2,882.0,0.176365,5.670068,0.191571,0.97,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2128kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d16kB_l2128kB_iw4_cw4,ptrchase,64,BiModeBP,16kB,,128kB,4,4,883.0,0.176565,5.663647,0.193117,0.97,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l21MB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d16kB_l21MB_iw2_cw2,ptrchase,64,BiModeBP,16kB,,1,2,2,776.0,0.155169,6.444588,0.217722,0.969072,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l21MB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d16kB_l21MB_iw2_cw4,ptrchase,64,BiModeBP,16kB,,1,2,4,776.0,0.155169,6.444588,0.217722,0.969072,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l21MB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d16kB_l21MB_iw4_cw2,ptrchase,64,BiModeBP,16kB,,1,4,2,882.0,0.176365,5.670068,0.191571,0.97,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l21MB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d16kB_l21MB_iw4_cw4,ptrchase,64,BiModeBP,16kB,,1,4,4,883.0,0.176565,5.663647,0.193117,0.97,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2256kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d16kB_l2256kB_iw2_cw2,ptrchase,64,BiModeBP,16kB,,256kB,2,2,776.0,0.155169,6.444588,0.217722,0.969072,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2256kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d16kB_l2256kB_iw2_cw4,ptrchase,64,BiModeBP,16kB,,256kB,2,4,776.0,0.155169,6.444588,0.217722,0.969072,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2256kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d16kB_l2256kB_iw4_cw2,ptrchase,64,BiModeBP,16kB,,256kB,4,2,882.0,0.176365,5.670068,0.191571,0.97,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2256kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d16kB_l2256kB_iw4_cw4,ptrchase,64,BiModeBP,16kB,,256kB,4,4,883.0,0.176565,5.663647,0.193117,0.97,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2512kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d16kB_l2512kB_iw2_cw2,ptrchase,64,BiModeBP,16kB,,512kB,2,2,776.0,0.155169,6.444588,0.217722,0.969072,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2512kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d16kB_l2512kB_iw2_cw4,ptrchase,64,BiModeBP,16kB,,512kB,2,4,776.0,0.155169,6.444588,0.217722,0.969072,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2512kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d16kB_l2512kB_iw4_cw2,ptrchase,64,BiModeBP,16kB,,512kB,4,2,882.0,0.176365,5.670068,0.191571,0.97,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d16kB_l2512kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d16kB_l2512kB_iw4_cw4,ptrchase,64,BiModeBP,16kB,,512kB,4,4,883.0,0.176565,5.663647,0.193117,0.97,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2128kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d32kB_l2128kB_iw2_cw2,ptrchase,64,BiModeBP,32kB,,128kB,2,2,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2128kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d32kB_l2128kB_iw2_cw4,ptrchase,64,BiModeBP,32kB,,128kB,2,4,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2128kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d32kB_l2128kB_iw4_cw2,ptrchase,64,BiModeBP,32kB,,128kB,4,2,882.0,0.176365,5.670068,0.181992,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2128kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d32kB_l2128kB_iw4_cw4,ptrchase,64,BiModeBP,32kB,,128kB,4,4,883.0,0.176565,5.663647,0.183556,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l21MB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d32kB_l21MB_iw2_cw2,ptrchase,64,BiModeBP,32kB,,1,2,2,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l21MB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d32kB_l21MB_iw2_cw4,ptrchase,64,BiModeBP,32kB,,1,2,4,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l21MB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d32kB_l21MB_iw4_cw2,ptrchase,64,BiModeBP,32kB,,1,4,2,882.0,0.176365,5.670068,0.181992,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l21MB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d32kB_l21MB_iw4_cw4,ptrchase,64,BiModeBP,32kB,,1,4,4,883.0,0.176565,5.663647,0.183556,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2256kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d32kB_l2256kB_iw2_cw2,ptrchase,64,BiModeBP,32kB,,256kB,2,2,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2256kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d32kB_l2256kB_iw2_cw4,ptrchase,64,BiModeBP,32kB,,256kB,2,4,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2256kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d32kB_l2256kB_iw4_cw2,ptrchase,64,BiModeBP,32kB,,256kB,4,2,882.0,0.176365,5.670068,0.181992,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2256kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d32kB_l2256kB_iw4_cw4,ptrchase,64,BiModeBP,32kB,,256kB,4,4,883.0,0.176565,5.663647,0.183556,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2512kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d32kB_l2512kB_iw2_cw2,ptrchase,64,BiModeBP,32kB,,512kB,2,2,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2512kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d32kB_l2512kB_iw2_cw4,ptrchase,64,BiModeBP,32kB,,512kB,2,4,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2512kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d32kB_l2512kB_iw4_cw2,ptrchase,64,BiModeBP,32kB,,512kB,4,2,882.0,0.176365,5.670068,0.181992,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d32kB_l2512kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d32kB_l2512kB_iw4_cw4,ptrchase,64,BiModeBP,32kB,,512kB,4,4,883.0,0.176565,5.663647,0.183556,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2128kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d64kB_l2128kB_iw2_cw2,ptrchase,64,BiModeBP,64kB,,128kB,2,2,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2128kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d64kB_l2128kB_iw2_cw4,ptrchase,64,BiModeBP,64kB,,128kB,2,4,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2128kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d64kB_l2128kB_iw4_cw2,ptrchase,64,BiModeBP,64kB,,128kB,4,2,882.0,0.176365,5.670068,0.181992,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2128kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d64kB_l2128kB_iw4_cw4,ptrchase,64,BiModeBP,64kB,,128kB,4,4,883.0,0.176565,5.663647,0.183556,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l21MB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d64kB_l21MB_iw2_cw2,ptrchase,64,BiModeBP,64kB,,1,2,2,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l21MB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d64kB_l21MB_iw2_cw4,ptrchase,64,BiModeBP,64kB,,1,2,4,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l21MB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d64kB_l21MB_iw4_cw2,ptrchase,64,BiModeBP,64kB,,1,4,2,882.0,0.176365,5.670068,0.181992,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l21MB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d64kB_l21MB_iw4_cw4,ptrchase,64,BiModeBP,64kB,,1,4,4,883.0,0.176565,5.663647,0.183556,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2256kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d64kB_l2256kB_iw2_cw2,ptrchase,64,BiModeBP,64kB,,256kB,2,2,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2256kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d64kB_l2256kB_iw2_cw4,ptrchase,64,BiModeBP,64kB,,256kB,2,4,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2256kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d64kB_l2256kB_iw4_cw2,ptrchase,64,BiModeBP,64kB,,256kB,4,2,882.0,0.176365,5.670068,0.181992,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2256kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d64kB_l2256kB_iw4_cw4,ptrchase,64,BiModeBP,64kB,,256kB,4,4,883.0,0.176565,5.663647,0.183556,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2512kB_iw2_cw2,ptrchase_rob64_bpBiModeBP_l1d64kB_l2512kB_iw2_cw2,ptrchase,64,BiModeBP,64kB,,512kB,2,2,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2512kB_iw2_cw4,ptrchase_rob64_bpBiModeBP_l1d64kB_l2512kB_iw2_cw4,ptrchase,64,BiModeBP,64kB,,512kB,2,4,776.0,0.155169,6.444588,0.205063,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2512kB_iw4_cw2,ptrchase_rob64_bpBiModeBP_l1d64kB_l2512kB_iw4_cw2,ptrchase,64,BiModeBP,64kB,,512kB,4,2,882.0,0.176365,5.670068,0.181992,1.0,True,ok
results/experiments/ptrchase_rob64_bpBiModeBP_l1d64kB_l2512kB_iw4_cw4,ptrchase_rob64_bpBiModeBP_l1d64kB_l2512kB_iw4_cw4,ptrchase,64,BiModeBP,64kB,,512kB,4,4,883.0,0.176565,5.663647,0.183556,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2128kB_iw2_cw2,ptrchase_rob64_bpGShareBP_l1d16kB_l2128kB_iw2_cw2,ptrchase,64,GShareBP,16kB,,128kB,2,2,862.0,0.17351,5.763341,0.270341,0.969388,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2128kB_iw2_cw4,ptrchase_rob64_bpGShareBP_l1d16kB_l2128kB_iw2_cw4,ptrchase,64,GShareBP,16kB,,128kB,2,4,862.0,0.173197,5.773782,0.271053,0.969388,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2128kB_iw4_cw2,ptrchase_rob64_bpGShareBP_l1d16kB_l2128kB_iw4_cw2,ptrchase,64,GShareBP,16kB,,128kB,4,2,889.0,0.178156,5.613048,0.25,0.970588,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2128kB_iw4_cw4,ptrchase_rob64_bpGShareBP_l1d16kB_l2128kB_iw4_cw4,ptrchase,64,GShareBP,16kB,,128kB,4,4,889.0,0.178873,5.590551,0.250549,0.970588,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l21MB_iw2_cw2,ptrchase_rob64_bpGShareBP_l1d16kB_l21MB_iw2_cw2,ptrchase,64,GShareBP,16kB,,1,2,2,862.0,0.17351,5.763341,0.270341,0.969388,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l21MB_iw2_cw4,ptrchase_rob64_bpGShareBP_l1d16kB_l21MB_iw2_cw4,ptrchase,64,GShareBP,16kB,,1,2,4,862.0,0.173197,5.773782,0.271053,0.969388,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l21MB_iw4_cw2,ptrchase_rob64_bpGShareBP_l1d16kB_l21MB_iw4_cw2,ptrchase,64,GShareBP,16kB,,1,4,2,889.0,0.178156,5.613048,0.25,0.970588,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l21MB_iw4_cw4,ptrchase_rob64_bpGShareBP_l1d16kB_l21MB_iw4_cw4,ptrchase,64,GShareBP,16kB,,1,4,4,889.0,0.178873,5.590551,0.250549,0.970588,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2256kB_iw2_cw2,ptrchase_rob64_bpGShareBP_l1d16kB_l2256kB_iw2_cw2,ptrchase,64,GShareBP,16kB,,256kB,2,2,862.0,0.17351,5.763341,0.270341,0.969388,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2256kB_iw2_cw4,ptrchase_rob64_bpGShareBP_l1d16kB_l2256kB_iw2_cw4,ptrchase,64,GShareBP,16kB,,256kB,2,4,862.0,0.173197,5.773782,0.271053,0.969388,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2256kB_iw4_cw2,ptrchase_rob64_bpGShareBP_l1d16kB_l2256kB_iw4_cw2,ptrchase,64,GShareBP,16kB,,256kB,4,2,889.0,0.178156,5.613048,0.25,0.970588,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2256kB_iw4_cw4,ptrchase_rob64_bpGShareBP_l1d16kB_l2256kB_iw4_cw4,ptrchase,64,GShareBP,16kB,,256kB,4,4,889.0,0.178873,5.590551,0.250549,0.970588,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2512kB_iw2_cw2,ptrchase_rob64_bpGShareBP_l1d16kB_l2512kB_iw2_cw2,ptrchase,64,GShareBP,16kB,,512kB,2,2,862.0,0.17351,5.763341,0.270341,0.969388,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2512kB_iw2_cw4,ptrchase_rob64_bpGShareBP_l1d16kB_l2512kB_iw2_cw4,ptrchase,64,GShareBP,16kB,,512kB,2,4,862.0,0.173197,5.773782,0.271053,0.969388,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2512kB_iw4_cw2,ptrchase_rob64_bpGShareBP_l1d16kB_l2512kB_iw4_cw2,ptrchase,64,GShareBP,16kB,,512kB,4,2,889.0,0.178156,5.613048,0.25,0.970588,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d16kB_l2512kB_iw4_cw4,ptrchase_rob64_bpGShareBP_l1d16kB_l2512kB_iw4_cw4,ptrchase,64,GShareBP,16kB,,512kB,4,4,889.0,0.178873,5.590551,0.250549,0.970588,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2128kB_iw2_cw2,ptrchase_rob64_bpGShareBP_l1d32kB_l2128kB_iw2_cw2,ptrchase,64,GShareBP,32kB,,128kB,2,2,862.0,0.17351,5.763341,0.257218,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2128kB_iw2_cw4,ptrchase_rob64_bpGShareBP_l1d32kB_l2128kB_iw2_cw4,ptrchase,64,GShareBP,32kB,,128kB,2,4,862.0,0.173197,5.773782,0.257895,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2128kB_iw4_cw2,ptrchase_rob64_bpGShareBP_l1d32kB_l2128kB_iw4_cw2,ptrchase,64,GShareBP,32kB,,128kB,4,2,889.0,0.178121,5.614173,0.238938,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2128kB_iw4_cw4,ptrchase_rob64_bpGShareBP_l1d32kB_l2128kB_iw4_cw4,ptrchase,64,GShareBP,32kB,,128kB,4,4,889.0,0.178837,5.591676,0.23956,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l21MB_iw2_cw2,ptrchase_rob64_bpGShareBP_l1d32kB_l21MB_iw2_cw2,ptrchase,64,GShareBP,32kB,,1,2,2,862.0,0.17351,5.763341,0.257218,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l21MB_iw2_cw4,ptrchase_rob64_bpGShareBP_l1d32kB_l21MB_iw2_cw4,ptrchase,64,GShareBP,32kB,,1,2,4,862.0,0.173197,5.773782,0.257895,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l21MB_iw4_cw2,ptrchase_rob64_bpGShareBP_l1d32kB_l21MB_iw4_cw2,ptrchase,64,GShareBP,32kB,,1,4,2,889.0,0.178121,5.614173,0.238938,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l21MB_iw4_cw4,ptrchase_rob64_bpGShareBP_l1d32kB_l21MB_iw4_cw4,ptrchase,64,GShareBP,32kB,,1,4,4,889.0,0.178837,5.591676,0.23956,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2256kB_iw2_cw2,ptrchase_rob64_bpGShareBP_l1d32kB_l2256kB_iw2_cw2,ptrchase,64,GShareBP,32kB,,256kB,2,2,862.0,0.17351,5.763341,0.257218,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2256kB_iw2_cw4,ptrchase_rob64_bpGShareBP_l1d32kB_l2256kB_iw2_cw4,ptrchase,64,GShareBP,32kB,,256kB,2,4,862.0,0.173197,5.773782,0.257895,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2256kB_iw4_cw2,ptrchase_rob64_bpGShareBP_l1d32kB_l2256kB_iw4_cw2,ptrchase,64,GShareBP,32kB,,256kB,4,2,889.0,0.178121,5.614173,0.238938,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2256kB_iw4_cw4,ptrchase_rob64_bpGShareBP_l1d32kB_l2256kB_iw4_cw4,ptrchase,64,GShareBP,32kB,,256kB,4,4,889.0,0.178837,5.591676,0.23956,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2512kB_iw2_cw2,ptrchase_rob64_bpGShareBP_l1d32kB_l2512kB_iw2_cw2,ptrchase,64,GShareBP,32kB,,512kB,2,2,862.0,0.17351,5.763341,0.257218,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2512kB_iw2_cw4,ptrchase_rob64_bpGShareBP_l1d32kB_l2512kB_iw2_cw4,ptrchase,64,GShareBP,32kB,,512kB,2,4,862.0,0.173197,5.773782,0.257895,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2512kB_iw4_cw2,ptrchase_rob64_bpGShareBP_l1d32kB_l2512kB_iw4_cw2,ptrchase,64,GShareBP,32kB,,512kB,4,2,889.0,0.178121,5.614173,0.238938,1.0,True,ok
results/experiments/ptrchase_rob64_bpGShareBP_l1d32kB_l2512kB_iw4_cw4,ptrchase_rob64_bpGShareBP_l1d32kB_l2512kB_iw4_cw4,ptrchase,64,GShareBP,32kB,,512kB,4,4,889.0,0.178837,5.591676,0.23956,1.0,True,ok
