dir,experiment,benchmark,rob,bp,l1d,l1i,l2,issue_width,commit_width,simInsts,IPC,CPI,L1D_miss_rate,L2_miss_rate,console_exists,status
results/experiments/compute_rob128_bpLocalBP_l164kB_l2256kB,compute_rob128_bpLocalBP_l164kB_l2256kB,compute,128,LocalBP,,64kB,256kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpLocalBP_l164kB_l2256kB_iw2_cw2,compute_rob128_bpLocalBP_l164kB_l2256kB_iw2_cw2,compute,128,LocalBP,,64kB,256kB,2,2,901195.0,0.965269,1.035981,0.075366,0.948197,False,ok
results/experiments/compute_rob128_bpLocalBP_l164kB_l2256kB_iw2_cw4,compute_rob128_bpLocalBP_l164kB_l2256kB_iw2_cw4,compute,128,LocalBP,,64kB,256kB,2,4,901195.0,0.976364,1.024208,0.076317,0.948421,False,ok
results/experiments/compute_rob128_bpLocalBP_l164kB_l2256kB_iw4_cw2,compute_rob128_bpLocalBP_l164kB_l2256kB_iw4_cw2,compute,128,LocalBP,,64kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpLocalBP_l164kB_l2256kB_iw4_cw4,compute_rob128_bpLocalBP_l164kB_l2256kB_iw4_cw4,compute,128,LocalBP,,64kB,256kB,4,4,901195.0,1.143695,0.874359,0.076987,0.945816,False,ok
results/experiments/compute_rob128_bpLocalBP_l164kB_l2512kB,compute_rob128_bpLocalBP_l164kB_l2512kB,compute,128,LocalBP,,64kB,512kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpLocalBP_l164kB_l2512kB_iw2_cw2,compute_rob128_bpLocalBP_l164kB_l2512kB_iw2_cw2,compute,128,LocalBP,,64kB,512kB,2,2,901195.0,0.965269,1.035981,0.075366,0.948197,False,ok
results/experiments/compute_rob128_bpLocalBP_l164kB_l2512kB_iw2_cw4,compute_rob128_bpLocalBP_l164kB_l2512kB_iw2_cw4,compute,128,LocalBP,,64kB,512kB,2,4,901195.0,0.976364,1.024208,0.076317,0.948421,False,ok
results/experiments/compute_rob128_bpLocalBP_l164kB_l2512kB_iw4_cw2,compute_rob128_bpLocalBP_l164kB_l2512kB_iw4_cw2,compute,128,LocalBP,,64kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpLocalBP_l164kB_l2512kB_iw4_cw4,compute_rob128_bpLocalBP_l164kB_l2512kB_iw4_cw4,compute,128,LocalBP,,64kB,512kB,4,4,901195.0,1.143695,0.874359,0.076987,0.945816,False,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2128kB_iw2_cw2,compute_rob128_bpLocalBP_l1d16kB_l2128kB_iw2_cw2,compute,128,LocalBP,16kB,,128kB,2,2,904.0,0.181891,5.497788,0.263982,0.970588,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2128kB_iw2_cw4,compute_rob128_bpLocalBP_l1d16kB_l2128kB_iw2_cw4,compute,128,LocalBP,16kB,,128kB,2,4,905.0,0.18129,5.516022,0.271071,0.971154,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2128kB_iw4_cw2,compute_rob128_bpLocalBP_l1d16kB_l2128kB_iw4_cw2,compute,128,LocalBP,16kB,,128kB,4,2,931.0,0.186163,5.371643,0.260521,0.972727,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2128kB_iw4_cw4,compute_rob128_bpLocalBP_l1d16kB_l2128kB_iw4_cw4,compute,128,LocalBP,16kB,,128kB,4,4,931.0,0.187664,5.328679,0.265306,0.972973,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l21MB_iw2_cw2,compute_rob128_bpLocalBP_l1d16kB_l21MB_iw2_cw2,compute,128,LocalBP,16kB,,1,2,2,904.0,0.181891,5.497788,0.263982,0.970588,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l21MB_iw2_cw4,compute_rob128_bpLocalBP_l1d16kB_l21MB_iw2_cw4,compute,128,LocalBP,16kB,,1,2,4,905.0,0.18129,5.516022,0.271071,0.971154,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l21MB_iw4_cw2,compute_rob128_bpLocalBP_l1d16kB_l21MB_iw4_cw2,compute,128,LocalBP,16kB,,1,4,2,931.0,0.186163,5.371643,0.260521,0.972727,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l21MB_iw4_cw4,compute_rob128_bpLocalBP_l1d16kB_l21MB_iw4_cw4,compute,128,LocalBP,16kB,,1,4,4,931.0,0.187664,5.328679,0.265306,0.972973,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2256kB_iw2_cw2,compute_rob128_bpLocalBP_l1d16kB_l2256kB_iw2_cw2,compute,128,LocalBP,16kB,,256kB,2,2,904.0,0.181891,5.497788,0.263982,0.970588,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2256kB_iw2_cw4,compute_rob128_bpLocalBP_l1d16kB_l2256kB_iw2_cw4,compute,128,LocalBP,16kB,,256kB,2,4,905.0,0.18129,5.516022,0.271071,0.971154,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2256kB_iw4_cw2,compute_rob128_bpLocalBP_l1d16kB_l2256kB_iw4_cw2,compute,128,LocalBP,16kB,,256kB,4,2,931.0,0.186163,5.371643,0.260521,0.972727,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2256kB_iw4_cw4,compute_rob128_bpLocalBP_l1d16kB_l2256kB_iw4_cw4,compute,128,LocalBP,16kB,,256kB,4,4,931.0,0.187664,5.328679,0.265306,0.972973,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2512kB_iw2_cw2,compute_rob128_bpLocalBP_l1d16kB_l2512kB_iw2_cw2,compute,128,LocalBP,16kB,,512kB,2,2,904.0,0.181891,5.497788,0.263982,0.970588,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2512kB_iw2_cw4,compute_rob128_bpLocalBP_l1d16kB_l2512kB_iw2_cw4,compute,128,LocalBP,16kB,,512kB,2,4,905.0,0.18129,5.516022,0.271071,0.971154,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2512kB_iw4_cw2,compute_rob128_bpLocalBP_l1d16kB_l2512kB_iw4_cw2,compute,128,LocalBP,16kB,,512kB,4,2,931.0,0.186163,5.371643,0.260521,0.972727,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d16kB_l2512kB_iw4_cw4,compute_rob128_bpLocalBP_l1d16kB_l2512kB_iw4_cw4,compute,128,LocalBP,16kB,,512kB,4,4,931.0,0.187664,5.328679,0.265306,0.972973,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2128kB_iw2_cw2,compute_rob128_bpLocalBP_l1d32kB_l2128kB_iw2_cw2,compute,128,LocalBP,32kB,,128kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2128kB_iw2_cw4,compute_rob128_bpLocalBP_l1d32kB_l2128kB_iw2_cw4,compute,128,LocalBP,32kB,,128kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2128kB_iw4_cw2,compute_rob128_bpLocalBP_l1d32kB_l2128kB_iw4_cw2,compute,128,LocalBP,32kB,,128kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2128kB_iw4_cw4,compute_rob128_bpLocalBP_l1d32kB_l2128kB_iw4_cw4,compute,128,LocalBP,32kB,,128kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l21MB_iw2_cw2,compute_rob128_bpLocalBP_l1d32kB_l21MB_iw2_cw2,compute,128,LocalBP,32kB,,1,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l21MB_iw2_cw4,compute_rob128_bpLocalBP_l1d32kB_l21MB_iw2_cw4,compute,128,LocalBP,32kB,,1,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l21MB_iw4_cw2,compute_rob128_bpLocalBP_l1d32kB_l21MB_iw4_cw2,compute,128,LocalBP,32kB,,1,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l21MB_iw4_cw4,compute_rob128_bpLocalBP_l1d32kB_l21MB_iw4_cw4,compute,128,LocalBP,32kB,,1,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2256kB_iw2_cw2,compute_rob128_bpLocalBP_l1d32kB_l2256kB_iw2_cw2,compute,128,LocalBP,32kB,,256kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2256kB_iw2_cw4,compute_rob128_bpLocalBP_l1d32kB_l2256kB_iw2_cw4,compute,128,LocalBP,32kB,,256kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2256kB_iw4_cw2,compute_rob128_bpLocalBP_l1d32kB_l2256kB_iw4_cw2,compute,128,LocalBP,32kB,,256kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2256kB_iw4_cw4,compute_rob128_bpLocalBP_l1d32kB_l2256kB_iw4_cw4,compute,128,LocalBP,32kB,,256kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2512kB_iw2_cw2,compute_rob128_bpLocalBP_l1d32kB_l2512kB_iw2_cw2,compute,128,LocalBP,32kB,,512kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2512kB_iw2_cw4,compute_rob128_bpLocalBP_l1d32kB_l2512kB_iw2_cw4,compute,128,LocalBP,32kB,,512kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2512kB_iw4_cw2,compute_rob128_bpLocalBP_l1d32kB_l2512kB_iw4_cw2,compute,128,LocalBP,32kB,,512kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d32kB_l2512kB_iw4_cw4,compute_rob128_bpLocalBP_l1d32kB_l2512kB_iw4_cw4,compute,128,LocalBP,32kB,,512kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2128kB_iw2_cw2,compute_rob128_bpLocalBP_l1d64kB_l2128kB_iw2_cw2,compute,128,LocalBP,64kB,,128kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2128kB_iw2_cw4,compute_rob128_bpLocalBP_l1d64kB_l2128kB_iw2_cw4,compute,128,LocalBP,64kB,,128kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2128kB_iw4_cw2,compute_rob128_bpLocalBP_l1d64kB_l2128kB_iw4_cw2,compute,128,LocalBP,64kB,,128kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2128kB_iw4_cw4,compute_rob128_bpLocalBP_l1d64kB_l2128kB_iw4_cw4,compute,128,LocalBP,64kB,,128kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l21MB_iw2_cw2,compute_rob128_bpLocalBP_l1d64kB_l21MB_iw2_cw2,compute,128,LocalBP,64kB,,1,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l21MB_iw2_cw4,compute_rob128_bpLocalBP_l1d64kB_l21MB_iw2_cw4,compute,128,LocalBP,64kB,,1,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l21MB_iw4_cw2,compute_rob128_bpLocalBP_l1d64kB_l21MB_iw4_cw2,compute,128,LocalBP,64kB,,1,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l21MB_iw4_cw4,compute_rob128_bpLocalBP_l1d64kB_l21MB_iw4_cw4,compute,128,LocalBP,64kB,,1,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2256kB_iw2_cw2,compute_rob128_bpLocalBP_l1d64kB_l2256kB_iw2_cw2,compute,128,LocalBP,64kB,,256kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2256kB_iw2_cw4,compute_rob128_bpLocalBP_l1d64kB_l2256kB_iw2_cw4,compute,128,LocalBP,64kB,,256kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2256kB_iw4_cw2,compute_rob128_bpLocalBP_l1d64kB_l2256kB_iw4_cw2,compute,128,LocalBP,64kB,,256kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2256kB_iw4_cw4,compute_rob128_bpLocalBP_l1d64kB_l2256kB_iw4_cw4,compute,128,LocalBP,64kB,,256kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2512kB_iw2_cw2,compute_rob128_bpLocalBP_l1d64kB_l2512kB_iw2_cw2,compute,128,LocalBP,64kB,,512kB,2,2,904.0,0.181855,5.498894,0.252796,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2512kB_iw2_cw4,compute_rob128_bpLocalBP_l1d64kB_l2512kB_iw2_cw4,compute,128,LocalBP,64kB,,512kB,2,4,905.0,0.181254,5.517127,0.259681,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2512kB_iw4_cw2,compute_rob128_bpLocalBP_l1d64kB_l2512kB_iw4_cw2,compute,128,LocalBP,64kB,,512kB,4,2,931.0,0.186163,5.371643,0.250501,1.0,True,ok
results/experiments/compute_rob128_bpLocalBP_l1d64kB_l2512kB_iw4_cw4,compute_rob128_bpLocalBP_l1d64kB_l2512kB_iw4_cw4,compute,128,LocalBP,64kB,,512kB,4,4,931.0,0.187664,5.328679,0.255102,1.0,True,ok
results/experiments/compute_rob128_bpTournamentBP_l132kB_l2256kB,compute_rob128_bpTournamentBP_l132kB_l2256kB,compute,128,TournamentBP,,32kB,256kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpTournamentBP_l132kB_l2256kB_iw2_cw2,compute_rob128_bpTournamentBP_l132kB_l2256kB_iw2_cw2,compute,128,TournamentBP,,32kB,256kB,2,2,901195.0,0.961232,1.040332,0.077273,0.88454,False,ok
results/experiments/compute_rob128_bpTournamentBP_l132kB_l2256kB_iw2_cw4,compute_rob128_bpTournamentBP_l132kB_l2256kB_iw2_cw4,compute,128,TournamentBP,,32kB,256kB,2,4,901195.0,0.973323,1.027408,0.077697,0.883911,False,ok
results/experiments/compute_rob128_bpTournamentBP_l132kB_l2256kB_iw4_cw2,compute_rob128_bpTournamentBP_l132kB_l2256kB_iw4_cw2,compute,128,TournamentBP,,32kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpTournamentBP_l132kB_l2256kB_iw4_cw4,compute_rob128_bpTournamentBP_l132kB_l2256kB_iw4_cw4,compute,128,TournamentBP,,32kB,256kB,4,4,901195.0,1.14115,0.876309,0.078304,0.881453,False,ok
results/experiments/compute_rob128_bpTournamentBP_l132kB_l2512kB,compute_rob128_bpTournamentBP_l132kB_l2512kB,compute,128,TournamentBP,,32kB,512kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpTournamentBP_l132kB_l2512kB_iw2_cw2,compute_rob128_bpTournamentBP_l132kB_l2512kB_iw2_cw2,compute,128,TournamentBP,,32kB,512kB,2,2,901195.0,0.961232,1.040332,0.077273,0.88454,False,ok
results/experiments/compute_rob128_bpTournamentBP_l132kB_l2512kB_iw2_cw4,compute_rob128_bpTournamentBP_l132kB_l2512kB_iw2_cw4,compute,128,TournamentBP,,32kB,512kB,2,4,901195.0,0.973323,1.027408,0.077697,0.883911,False,ok
results/experiments/compute_rob128_bpTournamentBP_l132kB_l2512kB_iw4_cw2,compute_rob128_bpTournamentBP_l132kB_l2512kB_iw4_cw2,compute,128,TournamentBP,,32kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpTournamentBP_l132kB_l2512kB_iw4_cw4,compute_rob128_bpTournamentBP_l132kB_l2512kB_iw4_cw4,compute,128,TournamentBP,,32kB,512kB,4,4,901195.0,1.14115,0.876309,0.078304,0.881453,False,ok
results/experiments/compute_rob128_bpTournamentBP_l164kB_l2256kB,compute_rob128_bpTournamentBP_l164kB_l2256kB,compute,128,TournamentBP,,64kB,256kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpTournamentBP_l164kB_l2256kB_iw2_cw2,compute_rob128_bpTournamentBP_l164kB_l2256kB_iw2_cw2,compute,128,TournamentBP,,64kB,256kB,2,2,901195.0,0.964623,1.036675,0.072311,0.94792,False,ok
results/experiments/compute_rob128_bpTournamentBP_l164kB_l2256kB_iw2_cw4,compute_rob128_bpTournamentBP_l164kB_l2256kB_iw2_cw4,compute,128,TournamentBP,,64kB,256kB,2,4,901195.0,0.97547,1.025147,0.07288,0.948088,False,ok
results/experiments/compute_rob128_bpTournamentBP_l164kB_l2256kB_iw4_cw2,compute_rob128_bpTournamentBP_l164kB_l2256kB_iw4_cw2,compute,128,TournamentBP,,64kB,256kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpTournamentBP_l164kB_l2256kB_iw4_cw4,compute_rob128_bpTournamentBP_l164kB_l2256kB_iw4_cw4,compute,128,TournamentBP,,64kB,256kB,4,4,901195.0,1.143553,0.874468,0.072809,0.945964,False,ok
results/experiments/compute_rob128_bpTournamentBP_l164kB_l2512kB,compute_rob128_bpTournamentBP_l164kB_l2512kB,compute,128,TournamentBP,,64kB,512kB,,,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpTournamentBP_l164kB_l2512kB_iw2_cw2,compute_rob128_bpTournamentBP_l164kB_l2512kB_iw2_cw2,compute,128,TournamentBP,,64kB,512kB,2,2,901195.0,0.964623,1.036675,0.072311,0.94792,False,ok
results/experiments/compute_rob128_bpTournamentBP_l164kB_l2512kB_iw2_cw4,compute_rob128_bpTournamentBP_l164kB_l2512kB_iw2_cw4,compute,128,TournamentBP,,64kB,512kB,2,4,901195.0,0.97547,1.025147,0.07288,0.948088,False,ok
results/experiments/compute_rob128_bpTournamentBP_l164kB_l2512kB_iw4_cw2,compute_rob128_bpTournamentBP_l164kB_l2512kB_iw4_cw2,compute,128,TournamentBP,,64kB,512kB,4,2,,,,,,False,empty-or-missing
results/experiments/compute_rob128_bpTournamentBP_l164kB_l2512kB_iw4_cw4,compute_rob128_bpTournamentBP_l164kB_l2512kB_iw4_cw4,compute,128,TournamentBP,,64kB,512kB,4,4,901195.0,1.143553,0.874468,0.072809,0.945964,False,ok
results/experiments/compute_rob128_bpTournamentBP_l1d16kB_l2128kB_iw2_cw2,compute_rob128_bpTournamentBP_l1d16kB_l2128kB_iw2_cw2,compute,128,TournamentBP,16kB,,128kB,2,2,871.0,0.174165,5.741676,0.330025,0.969697,True,ok
results/experiments/compute_rob128_bpTournamentBP_l1d16kB_l2128kB_iw2_cw4,compute_rob128_bpTournamentBP_l1d16kB_l2128kB_iw2_cw4,compute,128,TournamentBP,16kB,,128kB,2,4,871.0,0.174165,5.741676,0.330025,0.969697,True,ok
results/experiments/compute_rob128_bpTournamentBP_l1d16kB_l2128kB_iw4_cw2,compute_rob128_bpTournamentBP_l1d16kB_l2128kB_iw4_cw2,compute,128,TournamentBP,16kB,,128kB,4,2,904.0,0.181417,5.512168,0.307359,0.970874,True,ok
results/experiments/compute_rob128_bpTournamentBP_l1d16kB_l2128kB_iw4_cw4,compute_rob128_bpTournamentBP_l1d16kB_l2128kB_iw4_cw4,compute,128,TournamentBP,16kB,,128kB,4,4,904.0,0.182332,5.484513,0.304536,0.970874,True,ok
